,case_number,date,year,type,country,area,location,activity,name,sex,age,injury,fatal_(y/n),time,species,investigator_or_source,pdf,href_formula,href,case_number_1,case_number_2,original_order,unnamed_22,unnamed_23
3210,1975.08.12,1975-08-12,1975,Unprovoked,Usa,Florida,unknown,Bathing,unknown,M,0,unknown,N,Morning,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3211,1975.08.09,1975-08-09,1975,Unprovoked,Usa,California,unknown,Diving,unknown,M,0,unknown,N,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3214,1975.07.30.a,1975-07-30,1975,Unprovoked,Australia,Tasmania,unknown,Diving,unknown,M,0,unknown,Y,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3217,1975.07.23,1975-07-23,1975,Unprovoked,Usa,California,unknown,Diving,unknown,M,0,unknown,N,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3218,1975.07.19,1975-07-19,1975,Unprovoked,Usa,California,unknown,Diving,unknown,M,0,unknown,N,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3219,1975.07.15,1975-07-15,1975,Unprovoked,Usa,Florida,unknown,Swimming,unknown,F,0,unknown,N,Morning,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3222,1975.06.23.b,1975-06-23,1975,Unprovoked,Usa,South Carolina,unknown,Swimming,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3231,1975.04.05,1975-04-05,1975,Unprovoked,South africa,Western Cape Province,unknown,Fishing,unknown,M,0,unknown,N,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3238,1975.02.23,1975-02-23,1975,Unprovoked,South africa,KwaZulu-Natal,unknown,Surfing,unknown,M,0,unknown,N,Morning,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3240,1975.02.10,1975-02-10,1975,Unprovoked,Australia,South Australia,unknown,Swimming,unknown,M,0,unknown,Y,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3249,1974.09.28,1974-09-28,1974,Unprovoked,Usa,California,unknown,Surfing,unknown,M,0,unknown,N,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3250,1974.09.14,1974-09-14,1974,Unprovoked,Usa,California,unknown,Diving,unknown,M,0,unknown,N,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3251,1974.09.07,1974-09-07,1974,Unprovoked,Israel,Red Sea,unknown,Swimming,unknown,F,0,unknown,N,Afternoon,mako,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3252,1974.09.02.b,1974-09-02,1974,Unprovoked,Usa,California,unknown,Diving,unknown,M,0,unknown,N,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3253,1974.09.02.a,1974-09-02,1974,Unprovoked,Usa,California,unknown,Diving,unknown,M,0,unknown,N,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3266,1974.05.26,1974-05-26,1974,Unprovoked,Usa,California,unknown,Diving,unknown,M,0,unknown,N,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3268,1974.04.20,1974-04-20,1974,Unprovoked,South africa,Western Cape Province,unknown,Fishing,unknown,M,0,unknown,N,Afternoon,raggedtooth,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3271,1974.04.04,1974-04-04,1974,Unprovoked,South africa,KwaZulu-Natal,unknown,Surfing,unknown,M,0,unknown,N,Afternoon,dusky,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3272,1974.03.21,1974-03-21,1974,Unprovoked,South africa,KwaZulu-Natal,unknown,Surfing,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3280,1974.01.07.c,1974-01-07,1974,Unprovoked,South africa,KwaZulu-Natal,unknown,Swimming,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3294,1973.09.14,1973-09-14,1973,Unprovoked,Bahamas,Grand Bahama Island,unknown,Fishing,unknown,M,0,unknown,N,Afternoon,bull,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3296,1973.09.09,1973-09-09,1973,Unprovoked,Mexico,Baja California,unknown,Fishing,unknown,M,0,unknown,Y,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3313,1972.12.26,1972-12-26,1972,Unprovoked,Mozambique,Gaza,unknown,Swimming,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3315,1972.12.24,1972-12-24,1972,Unprovoked,South africa,Western Cape Province,unknown,Swimming,unknown,M,0,unknown,N,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3324,1972.09.09,1972-09-09,1972,Unprovoked,Usa,California,unknown,Surfing,unknown,M,0,unknown,N,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3332,1972.06.10,1972-06-10,1972,Unprovoked,Usa,Florida,unknown,Surfing,unknown,M,0,unknown,N,Morning,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3333,1972.05.28,1972-05-28,1972,Unprovoked,Usa,California,unknown,Diving,unknown,M,0,unknown,N,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3340,1972.02.20,1972-02-20,1972,Unprovoked,Australia,Victoria,unknown,Surfing,unknown,M,0,unknown,N,Morning,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3343,1972.01.01.b,1971-01-01,1972,Unprovoked,South africa,KwaZulu-Natal,unknown,Bathing,unknown,F,0,unknown,N,Night,zambesi,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3344,1972.01.01.a,1971-01-01,1972,Unprovoked,Mozambique,Gaza,unknown,Bathing,unknown,M,0,unknown,N,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3348,1971.12.16,1971-12-16,1971,Unprovoked,South africa,Western Cape Province,unknown,Swimming,unknown,F,0,unknown,N,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3352,1971.10.23,1971-10-23,1971,Unprovoked,Usa,Florida,unknown,Surfing,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3353,1971.10.14,1971-10-14,1971,Unprovoked,South africa,KwaZulu-Natal,unknown,Swimming,unknown,M,0,unknown,N,Night,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3354,1971.10.02,1971-10-02,1971,Unprovoked,Usa,California,unknown,Diving,unknown,M,0,unknown,N,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3356,1971.09.07,1971-09-07,1971,Unprovoked,Croatia,Istria County,unknown,Swimming,unknown,M,0,unknown,Y,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3358,1971.08.21,1971-08-21,1971,Provoked,Australia,New South Wales,unknown,Diving,unknown,M,0,unknown,N,Afternoon,nurse,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3361,1971.06.30,1971-06-30,1971,Unprovoked,South africa,Western Cape Province,unknown,Surfing,unknown,M,0,unknown,N,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3364,1971.04.11,1971-04-11,1971,Unprovoked,South africa,Western Cape Province,unknown,Swimming,unknown,M,0,unknown,Y,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3369,1971.03.30,1971-03-30,1971,Unprovoked,New zealand,South Island,unknown,Surfing,unknown,M,0,unknown,N,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3376,1970.12.07,1970-12-07,1970,Unprovoked,Micronesia,Namonuito Atoll,unknown,Fishing,unknown,M,0,unknown,N,Night,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3381,1970.09.28,1970-09-28,1970,Unprovoked,Micronesia,Eastern Caroline Islands,unknown,Diving,unknown,M,0,unknown,N,Morning,whitefin_swellshark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3390,1970.06.15,1970-06-15,1970,Provoked,South africa,KwaZulu-Natal,unknown,Diving,unknown,M,0,unknown,N,Afternoon,raggedtooth,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3419,1969.10.14,1969-10-14,1969,Unprovoked,Usa,Hawaii,unknown,Diving,unknown,M,0,unknown,N,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3420,1969.09.06,1969-09-06,1969,Unprovoked,Usa,California,unknown,Diving,unknown,M,0,unknown,N,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3424,1969.08.01,1969-08-02,1969,Unprovoked,Usa,Florida,unknown,Surfing,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3428,1969.07.20,1969-07-20,1969,Unprovoked,Usa,California,unknown,Diving,unknown,M,0,unknown,N,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3432,1969.05.25,1969-05-25,1969,Provoked,Usa,Texas,unknown,Bathing,unknown,M,0,unknown,N,Night,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3433,1969.05.24,1969-05-24,1969,Provoked,Usa,Florida,unknown,Diving,unknown,M,0,unknown,N,Morning,nurse,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3439,1969.03.09,1969-03-09,1969,Unprovoked,Usa,Hawaii,unknown,Surfing,unknown,M,0,unknown,N,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3440,1969.02.17.R,1969-02-17,1969,Provoked,Australia,Tasmania,unknown,Fishing,unknown,M,0,unknown,N,Morning,broadnose_sevengill,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3446,1968.12.26,1968-12-26,1968,Provoked,Australia,New South Wales,unknown,Bathing,unknown,M,0,unknown,N,Morning,nurse,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3447,1968.12.25,1968-12-25,1968,Unprovoked,New zealand,South Island,unknown,Surfing,unknown,M,0,unknown,N,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3458,1968.09.15,1968-09-15,1968,Unprovoked,New zealand,South Island,unknown,Fishing,unknown,M,0,unknown,Y,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3463,1968.08.08,1968-08-08,1968,Unprovoked,Columbia,Magdalena Department,unknown,Bathing,unknown,M,0,unknown,N,Morning,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3464,1968.07.27,1968-07-27,1968,Unprovoked,Usa,California,unknown,Diving,unknown,M,0,unknown,N,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3466,1968.07.16,1968-07-16,1968,Unprovoked,Usa,South Carolina,unknown,Fishing,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3479,1968.03.25,1968-03-25,1968,Unprovoked,South africa,KwaZulu-Natal,unknown,Wading,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3485,1968.02.04,1968-02-04,1968,Unprovoked,Australia,South Australia,unknown,Fishing,unknown,M,0,unknown,N,Afternoon,copper,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3492,1967.12.30,1967-12-30,1967,Unprovoked,South africa,Western Cape Province,unknown,Surfing,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3503,1967.10.17,1967-10-17,1967,Unprovoked,Usa,Florida,unknown,Bathing,unknown,M,0,unknown,N,Afternoon,blacktip,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3511,1967.08.27,1967-08-27,1967,Provoked,Usa,California,unknown,Bathing,unknown,M,0,unknown,N,Afternoon,blue,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3514,1967.08.19,1967-08-19,1967,Unprovoked,Australia,Western Australia,unknown,Fishing,unknown,M,0,unknown,Y,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3518,1967.08.07,1967-08-07,1967,Unprovoked,Usa,Florida,unknown,Fishing,unknown,M,0,unknown,N,Afternoon,nurse,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3524,1967.06.13,1967-06-13,1967,Provoked,Usa,Florida,unknown,Fishing,unknown,M,0,unknown,N,Afternoon,nurse,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3530,1967.03.19,1967-03-19,1967,Unprovoked,South africa,KwaZulu-Natal,unknown,Fishing,unknown,M,0,unknown,N,Dawn,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3531,1967.03.12,1967-03-12,1967,Provoked,Australia,Victoria,unknown,Fishing,unknown,M,0,unknown,N,Afternoon,nurse,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3533,1967.03.09,1967-03-09,1967,Unprovoked,New zealand,South Island,unknown,Bathing,unknown,M,0,unknown,Y,Night,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3547,1966.10.30,1966-10-30,1966,Unprovoked,Papua new guinea,New Ireland Province,unknown,Swimming,unknown,F,0,unknown,Y,Morning,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3548,1966.10.29,1966-10-19,1966,Unprovoked,Papua new guinea,New Ireland Province,unknown,Bathing,unknown,F,0,unknown,Y,Morning,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3549,1966.09.27,1966-09-27,1966,Unprovoked,Australia,Queensland,unknown,Diving,unknown,M,0,unknown,N,Afternoon,copper,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3553,1966.09.10,1966-09-10,1966,Unprovoked,Australia,Western Australia,unknown,Fishing,unknown,M,0,unknown,N,Morning,mako,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3559,1966.08.21.b,1966-08-23,1966,Unprovoked,New britain,Duke of York Islands,unknown,Swimming,unknown,F,0,unknown,Y,Morning,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3560,1966.08.21.a,1966-08-23,1966,Unprovoked,New britain,Duke of York Islands,unknown,Diving,unknown,F,0,unknown,Y,Morning,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3567,1966.07.19,1966-07-19,1966,Provoked,Usa,South Carolina,unknown,Bathing,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3573,1966.06.22,1966-06-22,1966,Provoked,Usa,New Jersey,unknown,Bathing,unknown,M,0,unknown,N,Afternoon,sand,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3574,1966.06.11,1966-06-11,1966,Provoked,Usa,Florida,unknown,Fishing,unknown,M,0,unknown,N,Morning,hammerhead,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3575,1966.06.04,1966-06-04,1966,Unprovoked,Usa,Texas,unknown,Swimming,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3578,1966.05.20.b,1966-05-20,1966,Unprovoked,Australia,New South Wales,unknown,Fishing,unknown,M,0,unknown,N,Dawn,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3586,1966.02.27,1966-02-27,1966,Unprovoked,Australia,New South Wales,unknown,Bathing,unknown,M,0,unknown,N,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3587,1966.01.29,1966-01-29,1966,Provoked,South africa,Western Cape Province,unknown,Bathing,unknown,M,0,unknown,N,Afternoon,copper,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3589,1966.01.22,1966-01-22,1966,Unprovoked,Usa,California,unknown,Diving,unknown,M,0,unknown,N,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3592,1966.01.11,1966-01-11,1966,Unprovoked,South africa,Eastern Cape Province,unknown,Bathing,unknown,M,0,unknown,N,Morning,zambesi,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3594,1966.01.09,1966-01-09,1966,Unprovoked,South africa,KwaZulu-Natal,unknown,Surfing,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3596,1966.01.05,1966-01-05,1966,Unprovoked,Usa,Florida,unknown,Swimming,unknown,M,0,unknown,N,Afternoon,hammerhead,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3604,1965.11.03.a,1965-11-03,1965,Unprovoked,Australia,Queensland,unknown,Surfing,unknown,M,0,unknown,N,Afternoon,nurse,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3611,1965.09.12,1965-09-12,1965,Provoked,Papua new guinea,East Sepik,unknown,Fishing,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3630,1965.04.10,1965-04-10,1965,Unprovoked,Usa,Florida,unknown,Fishing,unknown,M,0,unknown,N,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3631,1965.04.04.b,1965-04-04,1965,Unprovoked,Palau,Western Caroline Islands,unknown,Bathing,unknown,M,0,unknown,N,Afternoon,tiger,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3632,1965.04.04.a,1965-04-04,1965,Unprovoked,Usa,Florida,unknown,Bathing,unknown,M,0,unknown,N,Morning,blacktip,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3634,1965.03.14,1965-03-14,1965,Unprovoked,Usa,Florida,unknown,Diving,unknown,M,0,unknown,N,Afternoon,mako,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3635,1965.02.14,1965-02-14,1965,Unprovoked,South africa,KwaZulu-Natal,unknown,Bathing,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3636,1965.02.04,1965-02-04,1965,Unprovoked,Usa,Massachusetts,unknown,Diving,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3638,1965.01.23,1965-01-23,1965,Unprovoked,South africa,KwaZulu-Natal,unknown,Bathing,unknown,M,0,unknown,N,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3649,1964.12.25,1964-12-25,1964,Unprovoked,South africa,Eastern Cape Province,unknown,Swimming,unknown,M,0,unknown,N,Afternoon,raggedtooth,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3652,1964.12.09,1964-12-09,1964,Unprovoked,Papua new guinea,Bougainville (North Solomons),unknown,Bathing,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3654,1964.11.29,1964-11-29,1964,Unprovoked,Australia,Victoria ,unknown,Diving,unknown,M,0,unknown,N,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3660,1964.10.04,1964-10-04,1964,Unprovoked,Australia,Western Australia,unknown,Surfing,unknown,M,0,unknown,N,Morning,nurse,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3663,1964.09.07,1964-09-07,1964,Unprovoked,Taiwan,Northern Taiwan,unknown,Swimming,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3665,1964.08.23,1964-08-23,1964,Unprovoked,Mexico,Guerrero,unknown,Bathing,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3667,1964.08.21,1964-08-21,1964,Unprovoked,Usa,Florida,unknown,Swimming,unknown,M,0,unknown,N,Morning,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3668,1964.08.08,1964-08-08,1964,Unprovoked,Usa,Florida,unknown,Fishing,unknown,M,0,unknown,N,Morning,hammerhead,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3685,1964.05.08,1964-05-08,1964,Unprovoked,Fiji,Vita Levu,unknown,Fishing,unknown,M,0,unknown,Y,Morning,tiger,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3690,1964.03.05,1964-03-05,1964,Unprovoked,Usa,Florida,unknown,Diving,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3696,1964.02.10,1964-02-10,1964,Unprovoked,New zealand,North Island,unknown,Fishing,unknown,M,0,unknown,N,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3697,1964.02.08,1954-02-08,1964,Unprovoked,South africa,Western Cape Province,unknown,Bathing,unknown,M,0,unknown,N,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3699,1964.02.05.a,1964-02-05,1964,Unprovoked,New zealand,South Island,unknown,Swimming,unknown,M,0,unknown,Y,Dawn,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3709,1964.01.11,1964-01-11,1964,Unprovoked,Usa,California,unknown,Fishing,unknown,M,0,unknown,N,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3713,1964.01.01.a,1964-01-01,1964,Unprovoked,South africa,Western Cape Province,unknown,Diving,unknown,M,0,unknown,N,Night,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3715,1963.12.29,1963-12-29,1963,Unprovoked,South africa,KwaZulu-Natal,unknown,Bathing,unknown,F,0,unknown,N,Afternoon,zambesi,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3716,1963.12.26.b,1963-12-26,1963,Unprovoked,South africa,KwaZulu-Natal,unknown,Swimming,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3717,1963.12.26.a,1963-12-26,1963,Unprovoked,Australia,Queensland,unknown,Bathing,unknown,M,0,unknown,N,Dawn,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3720,1963.12.22.a,1963-12-22,1963,Provoked,South africa,KwaZulu-Natal,unknown,Bathing,unknown,M,0,unknown,N,Afternoon,dusky,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3722,1963.12.20.b,1963-12-20,1963,Unprovoked,South africa,Western Cape Province,unknown,Fishing,unknown,M,0,unknown,N,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3723,1963.12.20.a,1963-12-20,1963,Unprovoked,South africa,KwaZulu-Natal,unknown,Bathing,unknown,M,0,unknown,Y,Morning,zambesi,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3724,1963.12.08,1963-12-08,1963,Unprovoked,Australia,South Australia,unknown,Fishing,unknown,M,0,unknown,N,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3726,1963.11.30.b,1963-11-30,1963,Unprovoked,New zealand,South Island,unknown,Bathing,unknown,M,0,unknown,N,Afternoon,broadnose_sevengill,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3727,1963.11.30.a,1963-11-30,1963,Provoked,Papua new guinea,Gulf Province,unknown,Fishing,unknown,F,0,unknown,N,Afternoon,tiger,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3728,1963.11.28,1963-11-28,1963,Unprovoked,Fiji, Lau Province,unknown,Fishing,unknown,F,0,unknown,N,Morning,tiger,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3732,1963.11.12,1963-11-12,1963,Provoked,Usa,Florida,unknown,Bathing,unknown,M,0,unknown,N,Morning,grey_reef,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3734,1963.11.04,1963-11-04,1963,Unprovoked,Palau,Western Caroline Islands,unknown,Fishing,unknown,M,0,unknown,N,Dawn,stingray,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3735,1963.10.16,1963-10-16,1963,Unprovoked,Usa,Florida,unknown,Bathing,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3739,1963.09.22,1963-09-22,1963,Unprovoked,Solomon islands,Ysabel Island,unknown,Bathing,unknown,M,0,unknown,Y,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3740,1963.09.13,1963-09-13,1963,Provoked,Australia,New South Wales,unknown,Surfing,unknown,M,0,unknown,N,Morning,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3741,1963.09.10,1963-09-10,1963,Provoked,Usa,Florida,unknown,Fishing,unknown,M,0,unknown,N,Afternoon,nurse,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3743,1963.07.28,1963-07-28,1963,Unprovoked,Federated states of micronesia,Eastern Caroline Islands,unknown,Fishing,unknown,M,0,unknown,N,Morning,tiger,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3748,1963.06.01.b,1963-06-01,1963,Unprovoked,Greece,Thessaly,unknown,Swimming,unknown,F,0,unknown,Y,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3749,1963.06.01.a,1963-06-01,1963,Provoked,Papua new guinea,Central Province,unknown,Fishing,unknown,M,0,unknown,N,Morning,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3753,1963.04.20,1963-04-20,1963,Unprovoked,Usa,US Virgin Islands,unknown,Swimming,unknown,M,0,unknown,Y,Afternoon,galapagos,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3756,1963.04.12,1963-04-12,1963,Unprovoked,Usa,Hawaii,unknown,Surfing,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3760,1963.02.24,1963-02-24,1963,Unprovoked,Australia,New South Wales,unknown,Fishing,unknown,M,0,unknown,N,Afternoon,copper,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3761,1963.02.08,1963-02-08,1963,Unprovoked,Fiji,Lomaiviti  Island Group,unknown,Fishing,unknown,M,0,unknown,N,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
3765,1963.01.28,1963-01-28,1963,Unprovoked,Australia,New South Wales,unknown,Wading,unknown,F,0,unknown,Y,Afternoon,bull,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
